@RELATION polyps

@ATTRIBUTE FILE_ID NUMERIC
@ATTRIBUTE C1ENERGYMEAN REAL
@ATTRIBUTE C1ENERGYVARIANCE REAL
@ATTRIBUTE C2ENERGYMEAN REAL
@ATTRIBUTE C2ENERGYVARIANCE REAL
@ATTRIBUTE C3ENERGYMEAN REAL
@ATTRIBUTE C3ENERGYVARIANCE REAL
@ATTRIBUTE C1ENTROPYMEAN REAL
@ATTRIBUTE C1ENTROPYVARIANCE REAL
@ATTRIBUTE C2ENTROPYMEAN REAL
@ATTRIBUTE C2ENTROPYVARIANCE REAL
@ATTRIBUTE C3ENTROPYMEAN REAL
@ATTRIBUTE C3ENTROPYVARIANCE REAL
@ATTRIBUTE C1CORRELATIONMEAN REAL
@ATTRIBUTE C1CORRELATIONVARIANCE REAL
@ATTRIBUTE C2CORRELATIONMEAN REAL
@ATTRIBUTE C2CORRELATIONVARIANCE REAL
@ATTRIBUTE C3CORRELATIONMEAN REAL
@ATTRIBUTE C3CORRELATIONVARIANCE REAL
@ATTRIBUTE C1DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C1DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C2DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C2DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C3DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C3DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C1INERTIAMEAN REAL
@ATTRIBUTE C1INERTIAVARIANCE REAL
@ATTRIBUTE C2INERTIAMEAN REAL
@ATTRIBUTE C2INERTIAVARIANCE REAL
@ATTRIBUTE C3INERTIAMEAN REAL
@ATTRIBUTE C3INERTIAVARIANCE REAL
@ATTRIBUTE C1CLUSTERSHADEMEAN REAL
@ATTRIBUTE C1CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C2CLUSTERSHADEMEAN REAL
@ATTRIBUTE C2CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C3CLUSTERSHADEMEAN REAL
@ATTRIBUTE C3CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C1CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C1CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C2CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C2CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C3CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C3CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C1HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C1HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C2HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C2HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C3HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C3HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE CLASS {0,1}

@DATA
163,0.51583,0.00043,0.05770,0.00000,0.02095,0.00000,1.76291,0.00271,5.10931,0.00069,6.35171,0.00310,0.00279,0.00004,0.00045,0.00001,0.00059,0.00010,0.83329,0.00072,0.48111,0.00119,0.35427,0.00082,42.25335,32.00366,69.09401,32.16975,59.04992,251.06782,-1883.04594,64200.32414,2205.62000,2685206.20700,4237.43311,7273023.61941,558843.60177,29215842978.74395,705742.45834,73879560891.59863,763012.11860,332047713914.80536,12306395.72204,251654597.84394,20881302.47288,1317943621.05768,36737854.45792,2597428327.82783,0
164,0.33575,0.00039,0.03710,0.00000,0.01471,0.00000,2.27911,0.00144,5.74137,0.00154,7.02086,0.00521,0.00176,0.00009,-0.00090,0.00001,-0.00167,0.00013,0.69104,0.00248,0.41044,0.00109,0.29208,0.00068,34.35881,31.90620,80.49230,65.55230,52.42047,178.31652,-1889.44460,76900.56436,1724.01847,3957146.54614,2149.23822,5444381.48723,417192.26124,15420976528.27506,739350.88795,126309601242.84201,404843.19219,228571503072.47794,15510144.78170,383622759.42576,26983058.89548,2882369713.09384,51336941.12580,4329221973.75884,0
165,0.31713,0.00035,0.06196,0.00000,0.03865,0.00001,2.45270,0.00130,5.21263,0.00264,5.76442,0.02571,0.00389,0.00003,-0.00194,0.00003,-0.00175,0.00023,0.68239,0.00263,0.46900,0.00136,0.40414,0.00119,51.50143,65.46390,100.18910,421.41722,51.84063,280.60977,-6438.66107,4742223.72933,1761.06845,182160.66126,2886.21637,10055554.27352,1174448.89877,273673291598.08246,987098.94510,185504153102.28012,720140.49514,355802295258.49353,16181687.52213,334186131.19258,21424060.58542,1021755700.56298,22903239.83912,2265383646.52622,0
166,0.54554,0.00020,0.06057,0.00000,0.03541,0.00000,1.58223,0.00081,4.96478,0.00216,5.51803,0.00254,0.00303,0.00004,0.00045,0.00002,0.00376,0.00024,0.85006,0.00036,0.48364,0.00147,0.42383,0.00108,36.09376,18.35762,58.19902,22.55356,33.96501,80.25807,-1760.37193,6116.92026,1629.24058,1159580.07531,4188.28441,8043645.35731,510750.02125,15617898962.75306,540193.89299,24188335956.66994,722941.03505,365444114527.63629,11404070.30886,203684494.50315,19751307.75509,1022031945.26996,21353115.28281,1227564960.58216,0
167,0.53994,0.00030,0.15678,0.00001,0.08582,0.00000,1.50547,0.00076,3.40928,0.00091,4.26550,0.00041,0.00407,0.00007,-0.00408,0.00000,-0.00478,0.00035,0.81132,0.00065,0.63498,0.00170,0.55853,0.00118,27.88575,11.39141,47.74201,0.52056,37.46751,92.20698,-2154.79055,240593.24153,85.83656,99519.80907,1501.95434,2273939.38085,428039.04216,16340096717.94214,364651.30084,2137970138.61203,400195.94050,102320969099.93176,12069144.25734,49393212.75878,11593159.17524,58398915.57094,15686379.15696,175134754.31807,0
168,0.53544,0.00039,0.05976,0.00000,0.05488,0.00001,1.70201,0.00187,5.25582,0.00179,5.07783,0.00170,0.00153,0.00004,-0.00197,0.00001,0.00545,0.00023,0.80594,0.00087,0.47534,0.00130,0.48192,0.00101,52.41621,87.52053,72.70657,30.97261,30.94752,81.84269,-4040.45336,1111012.18365,802.01350,193390.64689,4548.72031,15156469.26984,842116.45507,117424396038.59210,497702.43559,4356604021.52698,703571.33807,527701038595.23535,12308645.43458,60930589.66248,21378116.52440,73168504.24833,17996094.06287,1621443311.75662,0
169,0.65722,0.00028,0.06289,0.00000,0.02797,0.00000,1.15431,0.00081,4.77389,0.00021,5.78216,0.00042,0.00106,0.00006,-0.00186,0.00001,0.00025,0.00009,0.89480,0.00022,0.50575,0.00139,0.40256,0.00107,29.67395,13.47089,55.10536,11.57949,63.59023,530.70901,-1523.46813,132174.84264,345.58581,424983.18392,7400.92271,66534129.85086,366835.03663,6939453307.70287,410343.82998,4934753252.47367,1601106.67139,4403437514146.09280,10144329.62103,38638520.58024,19122048.87883,125836256.49701,27172717.58334,6862233585.03667,0
170,0.66020,0.00030,0.06265,0.00000,0.03556,0.00000,1.16356,0.00105,4.94567,0.00062,5.50101,0.00096,0.00371,0.00008,-0.00019,0.00001,0.00536,0.00015,0.86775,0.00054,0.49997,0.00154,0.43322,0.00121,31.40114,19.50000,58.31835,10.81308,36.16388,85.57722,-1245.19475,20788.42643,1110.15273,796069.87149,5571.84926,17807405.10307,408640.27313,15198554762.75742,487286.03975,8742848935.29681,960944.84571,710423333606.07935,10245558.43643,186064743.61889,19464974.13628,1122091764.04458,23654243.66478,2229150324.14122,0
171,0.31253,0.00019,0.02800,0.00000,0.01032,0.00000,2.49737,0.00007,5.80825,0.00156,6.98372,0.00090,0.00085,0.00000,-0.00140,0.00001,0.00013,0.00007,0.67140,0.00158,0.37185,0.00145,0.26463,0.00110,93.47504,20.84105,161.52909,854.37824,68.89827,314.41175,-10760.61795,3638275.53863,1556.78910,192184.68187,3642.01839,4030473.65882,2198841.86254,335617317637.32996,1677346.93671,918745655690.95410,665036.18366,192487727068.19983,16216327.36452,106074004.35974,29688146.29049,2082282129.74191,37970552.70423,2902817353.44288,0
172,0.37104,0.00053,0.04410,0.00000,0.02814,0.00000,2.22226,0.00216,5.53879,0.00013,5.89636,0.00098,0.00175,0.00004,-0.00231,0.00001,-0.00309,0.00011,0.71533,0.00238,0.43984,0.00133,0.39706,0.00099,50.58604,79.10394,89.48341,121.30970,86.55516,703.79526,-4007.44051,1046088.59539,250.37775,11068.38044,3577.73319,31259188.41874,799912.60127,99249113911.18864,584586.10974,8902223271.03483,1656577.25028,2127870007897.09470,14899913.09358,85251521.75826,24752432.12884,639635665.06287,30308422.29261,6988650075.99641,0
173,0.44967,0.00036,0.05711,0.00000,0.02846,0.00000,1.92113,0.00163,5.03477,0.00049,5.78809,0.00091,0.00111,0.00006,-0.00140,0.00001,0.00035,0.00021,0.76825,0.00144,0.48311,0.00122,0.39835,0.00103,40.24007,38.60171,67.68813,20.64123,38.84405,105.96366,-2902.21077,734477.17586,1348.64017,2176057.74881,2858.30764,9662881.86178,578379.90059,68892163863.30786,699520.90683,87701863103.40340,529986.57392,431520718520.41754,13246115.98944,79210920.08918,20430896.22227,789592564.77565,21794109.63352,873678117.33378,0
174,0.36046,0.00041,0.04346,0.00000,0.03212,0.00000,2.22559,0.00229,5.53041,0.00071,5.77948,0.00151,0.00354,0.00004,-0.00187,0.00002,0.00348,0.00005,0.71106,0.00220,0.43670,0.00123,0.40364,0.00089,52.52964,84.90614,104.17592,430.69660,75.17394,1041.33806,-5122.82922,2343320.95347,492.17076,91138.16626,8174.71269,635703.69204,992342.08892,164107912622.26074,993478.71270,341840058394.23950,2998823.09651,2295962887262.80660,15142129.34682,120804353.37698,24467334.19254,317954048.47216,21586478.52454,4468131047.96620,0
175,0.41411,0.00042,0.03871,0.00000,0.03954,0.00000,2.33902,0.00371,6.23502,0.00033,5.59250,0.00097,0.00125,0.00006,-0.00148,0.00001,-0.00139,0.00039,0.74788,0.00183,0.40070,0.00115,0.44047,0.00111,53.04415,102.57340,102.84123,204.71371,31.43434,63.73507,-2718.28198,315313.09539,757.83961,380228.49394,1633.96443,2917868.61432,690675.68684,95191986921.55664,672160.96078,37670036412.77884,348076.90646,107138459406.41463,14236036.19353,402768394.97367,30615487.48304,1928231373.75090,27771393.93071,1089633091.38143,0
176,0.44395,0.00043,0.04672,0.00000,0.03430,0.00000,1.96968,0.00167,5.65594,0.00046,5.51289,0.00088,0.00251,0.00003,-0.00181,0.00001,-0.00532,0.00049,0.75809,0.00129,0.44361,0.00121,0.43318,0.00121,50.31840,52.06785,80.53936,45.41206,34.05115,138.53301,-4891.41340,1781362.11180,358.74802,66106.64643,2843.34425,12886865.18023,977588.37123,153343465042.95978,536296.71915,1412540544.89583,504480.93722,516905304723.97577,13543366.58187,69042902.44412,24759122.85871,281749867.93766,21285146.50641,1351779622.92937,0
177,0.50085,0.00035,0.05690,0.00000,0.02306,0.00000,1.65841,0.00120,4.98147,0.00064,6.22139,0.00133,0.00086,0.00007,-0.00117,0.00001,0.00294,0.00017,0.79004,0.00099,0.48455,0.00119,0.35873,0.00078,37.56530,36.30517,66.85348,24.35105,37.23473,78.48345,-2028.03318,70234.07694,963.11683,340502.31961,1874.93580,1265688.60784,463565.54652,20425593300.21919,555477.17952,9529300772.89620,287321.63132,34781695344.43610,12466530.32706,143834132.87382,20507041.81347,636655078.88287,33109261.06067,1973881002.03273,0
178,0.57632,0.00040,0.06042,0.00000,0.02248,0.00000,1.36546,0.00079,5.11309,0.00073,6.35967,0.00069,0.00174,0.00003,-0.00158,0.00001,0.00276,0.00015,0.82547,0.00079,0.48958,0.00125,0.35363,0.00093,47.43755,31.76632,66.46374,23.82597,39.99405,212.82418,-4208.95259,483393.49076,134.38971,208051.99720,7284.86518,64292865.35011,887943.34990,65029752624.52572,478857.64525,3913670689.10574,1567996.28794,4463330880765.39450,11667320.60517,44368338.07157,20783411.26903,89726094.04560,33776269.34739,5725696627.62685,0
179,0.59100,0.00040,0.05343,0.00000,0.02595,0.00000,1.31497,0.00148,5.44797,0.00093,6.00341,0.00108,0.00351,0.00003,-0.00009,0.00001,0.00496,0.00021,0.83293,0.00074,0.46594,0.00120,0.39098,0.00105,44.02154,31.67442,72.09834,38.26094,32.25674,70.50699,-4059.34387,502516.78789,1381.37274,1000088.94671,3745.21422,11781419.40979,876163.15699,82952642900.29585,561225.06628,13501956930.62627,583124.93115,420627162491.24597,11483285.55101,202916254.86478,22905330.90019,1681200042.48806,31123500.80379,3045976701.12876,0
180,0.45488,0.00026,0.07029,0.00000,0.03130,0.00000,1.92557,0.00068,4.75253,0.00053,5.73485,0.00063,0.00433,0.00009,0.00007,0.00001,0.00416,0.00018,0.77583,0.00132,0.51379,0.00154,0.40761,0.00094,30.07780,20.42187,61.67218,14.35961,36.17512,90.52978,-1422.28939,44139.81667,1153.88975,526198.81773,4581.11748,15586071.66970,391529.32970,12801757792.24482,592151.40299,10722273966.73086,777537.97017,663787981038.82935,13160277.03175,291484515.00068,18278019.69857,984194975.21300,25058233.48661,2407948579.14007,0
181,0.61268,0.00035,0.06819,0.00000,0.03958,0.00000,1.27699,0.00109,4.82182,0.00072,5.39634,0.00061,0.00038,0.00008,-0.00139,0.00001,0.00731,0.00034,0.84618,0.00072,0.51067,0.00150,0.44946,0.00109,35.77182,31.32047,62.54551,25.84475,24.92906,36.01850,-1423.11543,25140.40036,745.82421,337536.18595,3130.89229,4353696.70457,437446.61155,16424423088.31153,525733.24812,16611109557.94918,529454.67823,176498343135.10150,10830298.03684,65268322.67352,18619755.29350,319065565.33583,24184580.51613,497103248.99706,0
182,0.60584,0.00048,0.04760,0.00000,0.02004,0.00000,1.20349,0.00101,5.32114,0.00879,6.31486,0.01169,0.00665,0.00004,0.00113,0.00006,-0.01758,0.00068,0.84032,0.00083,0.43823,0.00162,0.32841,0.00122,41.15205,39.36226,51.06467,80.32134,32.03754,77.54344,-6955.05956,4827810.25952,1224.30119,1878980.45488,45.40500,103.46694,1358606.92937,346190277651.52039,615080.01215,75629701082.65979,41805.27811,632597208.99388,11263883.97844,36501100.88550,22749604.96434,525537538.22934,38332321.21560,330207427.86889,0
183,0.64106,0.00034,0.05239,0.00000,0.02938,0.00000,1.23737,0.00110,5.38330,0.00236,5.90721,0.00322,0.00495,0.00008,-0.00282,0.00004,-0.00342,0.00010,0.85882,0.00052,0.44929,0.00116,0.38051,0.00088,21.01742,3.78715,59.11828,95.13470,71.75922,452.64369,-2161.87665,226245.93587,78.51288,27210.48863,233.20347,37334.70500,420640.05477,17167523591.33831,315152.28593,2624259511.88741,239443.42655,22985110169.37170,11098037.00723,346312.23105,23628120.10320,26057822.70255,33288515.25468,100915176.71542,0
184,0.64110,0.00030,0.03456,0.00000,0.02598,0.00000,1.26582,0.00079,6.06981,0.00238,6.04416,0.00379,0.00533,0.00009,-0.00236,0.00004,-0.00504,0.00016,0.85829,0.00048,0.38690,0.00101,0.36901,0.00103,20.99829,3.89379,74.28031,198.23831,55.93280,243.91666,-2225.37415,217237.12118,265.64320,33700.55315,268.20812,19544.62165,429457.59564,18010538876.12456,321607.38766,7127152315.23036,148260.90230,8118506121.35581,11110130.89193,231064.08313,30931876.19746,52846289.31894,31884398.96315,51802278.98796,0
185,0.67975,0.00027,0.04356,0.00000,0.04039,0.00000,1.24914,0.00118,6.27058,0.00144,5.56309,0.00223,0.00407,0.00004,-0.00135,0.00002,-0.00620,0.00029,0.87477,0.00041,0.39471,0.00095,0.42871,0.00107,32.39345,10.17054,88.57241,271.83388,40.95146,133.18855,-4204.40065,1785296.17081,451.97871,34603.92762,300.22112,10946.70916,843559.34515,130185734944.23474,388863.71940,7958856614.81800,115499.37311,4465833768.66936,10857560.31048,1444318.18690,31891590.84309,11513470.36720,25753949.10177,2720035.44511,0
186,0.60176,0.00030,0.04618,0.00000,0.03492,0.00000,1.52266,0.00086,5.92898,0.00234,5.69976,0.00193,0.00329,0.00003,-0.00226,0.00003,-0.00706,0.00020,0.83917,0.00059,0.42014,0.00103,0.40772,0.00100,35.67794,10.05368,69.55691,112.51506,48.73104,159.52239,-4304.05850,1173755.94044,224.78949,23143.92597,100.27231,7111.12498,857805.49434,83055972895.55489,319733.82526,1900758351.68765,110192.81410,3221584986.55502,11688543.89079,907423.20672,27733746.54345,20179279.22281,27684090.29020,5605491.69146,0
187,0.57130,0.00032,0.04767,0.00000,0.01804,0.00000,1.46526,0.00068,5.23557,0.00244,6.26824,0.00507,0.00281,0.00006,-0.00333,0.00005,-0.00266,0.00005,0.82363,0.00065,0.44262,0.00127,0.32333,0.00101,26.33427,7.30119,59.82712,101.34783,94.99990,648.94869,-2563.99627,256235.58055,109.52877,8915.57013,45.29778,93982.78790,502830.55006,20473757319.37769,265279.11547,2891984928.30574,261830.84581,19697130747.41401,11881456.52665,1937385.35508,23346743.15889,8979671.07687,39901403.50665,497814741.17403,0
188,0.65191,0.00025,0.06115,0.00000,0.02622,0.00000,1.22990,0.00072,4.99931,0.00380,6.10213,0.00653,0.00249,0.00005,-0.00469,0.00006,-0.00648,0.00021,0.86296,0.00040,0.47835,0.00142,0.36098,0.00108,22.87147,3.17034,43.96888,36.92925,47.29075,160.64378,-2178.03745,84619.84991,51.96401,7997.15512,39.39718,7896.06551,430584.41304,7808510012.92753,227542.59041,1187073404.64954,109916.19524,3690861613.01662,11029113.50618,1118390.89546,20350814.51836,9969382.43508,32077623.18028,3705452.77114,0
189,0.52568,0.00060,0.04490,0.00000,0.03379,0.00000,1.59478,0.00150,5.38066,0.00496,5.67487,0.00697,0.00150,0.00000,0.00397,0.00008,0.00338,0.00003,0.80423,0.00153,0.42900,0.00296,0.39414,0.00316,207.35422,699.05065,54.74243,281.60277,82.56573,741.13736,-50739.57721,399523314.88317,6972.94791,18783974.73563,24614.80478,263479028.60688,11247849.36731,30334105048519.58600,842065.23681,419113149861.29822,4712932.97806,15776252181524.07800,12148502.33662,656917363.12198,11358410.97433,5098218982.17902,27547871.31359,27109414263.03000,0
190,0.36196,0.00036,0.03437,0.00000,0.02245,0.00000,2.32384,0.00113,6.10993,0.00220,6.37545,0.00198,0.00078,0.00000,-0.00133,0.00003,-0.00337,0.00015,0.70706,0.00212,0.38134,0.00153,0.34679,0.00131,325.66300,1595.93956,99.52204,547.56064,64.71729,377.06882,-63084.13729,605063388.67548,1690.68012,1604894.02525,3184.52554,4603705.44237,13608571.33077,44004530883452.11700,819914.01702,193463756320.00104,583562.34993,229248724593.33655,15379576.90574,988533236.18658,30421866.44087,1112059895.28700,37082425.03737,3715763336.95314,0
191,0.39233,0.00040,0.03093,0.00000,0.02178,0.00000,2.09337,0.00078,6.09107,0.00670,6.67077,0.00327,0.00136,0.00000,-0.00169,0.00004,-0.00416,0.00014,0.72702,0.00204,0.36620,0.00153,0.32793,0.00109,200.45842,608.83296,92.08890,506.92328,73.36931,521.72575,-41397.41343,274545999.16551,1620.86736,1359226.87504,2583.71693,3243341.69881,8826767.95974,19408211197831.50000,791517.26175,189843283325.46545,513359.14327,189486986621.38989,14535581.87522,557730915.45030,31627298.07139,1536244946.98850,40016354.31786,3892555657.56873,0
192,0.45091,0.00051,0.03649,0.00000,0.01619,0.00000,1.77516,0.00102,5.85759,0.00419,7.01732,0.00425,0.00179,0.00000,-0.00123,0.00006,-0.00273,0.00010,0.76424,0.00173,0.39233,0.00142,0.29472,0.00101,134.86640,219.06612,75.51839,311.92539,75.34562,465.74438,-24083.12652,67832795.14304,1635.75162,1686657.79266,2904.01473,4733464.82315,4998143.80251,4772347506988.07710,630882.51963,126833860984.94606,573032.37750,244900415087.71436,13464333.60391,259150020.60810,28458095.31481,1230246704.53487,42873786.27875,5664653370.98108,0
193,0.41514,0.00045,0.03600,0.00000,0.02551,0.00000,1.98780,0.00158,6.00217,0.00309,6.42427,0.00198,0.00115,0.00000,-0.00097,0.00005,-0.00297,0.00024,0.74256,0.00193,0.38949,0.00161,0.35748,0.00131,238.35700,859.15890,79.75094,338.21553,49.89351,223.20660,-50499.61010,413850750.06656,1854.82673,1755181.22362,3367.14953,5420534.37254,10957381.05224,29196956474584.12500,664089.41466,138433117506.43073,607652.15564,256805358856.75708,14072137.51504,741490489.95061,29301381.28330,1044501382.30978,35981491.51473,3054548218.46481,0
194,0.59938,0.00058,0.09643,0.00001,0.07559,0.00003,1.26923,0.00091,4.28785,0.01055,4.46284,0.01498,0.00939,0.00011,-0.00271,0.00018,-0.00559,0.00217,0.83931,0.00108,0.53389,0.00316,0.50402,0.00292,21.10895,4.53297,43.84749,104.28196,16.12784,23.57173,-2896.29928,733306.96328,900.50081,374839.00599,961.14830,460567.84291,548181.30822,42497329172.73723,462572.03681,79337063106.19467,123363.99389,10109320607.33428,11374954.29244,62796832.97259,15710082.14882,372757998.21322,16980849.03867,425257172.85314,1
195,0.62240,0.00015,0.11652,0.00002,0.09811,0.00003,1.44436,0.00013,4.27261,0.00609,4.05838,0.00861,0.01160,0.00015,-0.00423,0.00021,0.00038,0.00174,0.85153,0.00068,0.56314,0.00290,0.55036,0.00294,18.54658,4.17292,41.26920,93.51186,15.78058,29.09104,-2753.59445,823253.00030,611.75007,176630.82649,1498.23836,1927045.49375,536270.28105,52186683748.79538,398316.62425,57306690935.25037,209294.23239,64427173575.18493,11201371.03972,78921398.93751,14694033.72584,326951740.48951,15255469.32758,297193667.51864,1
196,0.56328,0.00039,0.13135,0.00006,0.10864,0.00002,1.50777,0.00063,4.06672,0.00753,4.07020,0.00877,0.00511,0.00007,-0.00354,0.00022,-0.00446,0.00167,0.82556,0.00117,0.58188,0.00334,0.55904,0.00341,25.38670,5.32623,39.90135,90.09573,18.24059,37.17642,-3081.15381,916551.57743,555.54148,240472.74939,1376.00995,1389262.99549,636443.63827,64997888573.54263,411417.30559,63350019204.35523,203608.55387,55143521794.84589,11850165.66910,129825101.10993,13714107.37594,254783574.29586,14630657.83130,275266746.61528,1
197,0.58145,0.00047,0.08991,0.00001,0.04521,0.00001,1.38165,0.00062,4.35404,0.01025,5.28715,0.01864,0.00918,0.00013,-0.00238,0.00019,-0.00343,0.00056,0.83236,0.00111,0.52329,0.00321,0.42519,0.00299,18.65810,3.25912,41.14507,87.29811,31.87051,90.05772,-2364.85594,431098.67128,908.88620,394974.77191,1847.48703,2416124.98900,473091.76094,26759672501.21236,409408.91426,58474466438.73973,267658.98220,77423254438.03320,11658222.20694,61351333.68934,16259115.29360,374429268.35111,23571358.35873,1099273574.24630,1
198,0.65640,0.00015,0.16045,0.00011,0.14428,0.00002,1.29611,0.00022,3.83273,0.00245,3.63057,0.00498,0.00861,0.00028,-0.00463,0.00024,0.00394,0.00156,0.86724,0.00058,0.61887,0.00317,0.61367,0.00276,17.50266,5.88819,34.93689,53.79520,15.06274,28.90917,-2097.54466,561965.20506,484.83445,150242.82404,2126.14459,4551391.77737,398361.08442,34216935303.80093,321866.25693,28708765524.86146,339339.67302,194829821129.35306,10898039.06407,91804878.05538,12388963.51156,203876783.57307,12392955.22485,214329215.33959,1
199,0.63656,0.00015,0.09065,0.00001,0.05860,0.00003,1.29301,0.00015,4.34335,0.00960,5.05398,0.01954,0.00931,0.00017,-0.00249,0.00014,-0.00389,0.00069,0.85719,0.00058,0.52478,0.00314,0.45584,0.00226,17.61389,3.06804,47.56959,118.54777,28.88166,74.02887,-2241.64239,510331.57816,948.02344,409967.81034,1662.30760,1925827.19794,436454.74230,30156168031.93298,506672.76675,88293962288.44199,233465.70507,58534579992.37811,10878160.51895,90701301.61556,16182819.05272,388840729.67673,19793615.28941,737323706.71353,1
200,0.56328,0.00039,0.13135,0.00006,0.10864,0.00002,1.50777,0.00063,4.06672,0.00753,4.07020,0.00877,0.00511,0.00007,-0.00354,0.00022,-0.00446,0.00167,0.82556,0.00117,0.58188,0.00334,0.55904,0.00341,25.38670,5.32623,39.90135,90.09573,18.24059,37.17642,-3081.15381,916551.57743,555.54148,240472.74939,1376.00995,1389262.99549,636443.63827,64997888573.54263,411417.30559,63350019204.35523,203608.55387,55143521794.84589,11850165.66910,129825101.10993,13714107.37594,254783574.29586,14630657.83130,275266746.61528,1
201,0.61828,0.00055,0.12701,0.00009,0.09023,0.00006,1.36672,0.00152,4.27719,0.00411,4.22662,0.01396,0.00799,0.00010,-0.00407,0.00021,-0.00077,0.00078,0.84845,0.00098,0.57115,0.00363,0.51878,0.00573,21.41459,3.75449,43.21762,110.68020,22.80924,72.72201,-2691.74765,554372.38958,694.25731,217735.01410,3674.21630,15412954.98266,541165.74685,28599919506.96840,394489.70747,58469711982.72577,712093.21931,915084353238.16248,11326807.14329,57172331.49959,14541301.71913,264683116.47435,17762177.60840,510318301.32963,1
202,0.62608,0.00018,0.11927,0.00003,0.04453,0.00001,1.34588,0.00026,4.21156,0.00750,5.35089,0.01235,0.01035,0.00018,-0.00333,0.00021,-0.00178,0.00026,0.85304,0.00069,0.56542,0.00309,0.41168,0.00416,18.42756,4.99630,41.52405,100.61607,46.57187,233.57123,-2432.65287,564155.60052,741.90464,220799.44675,4812.47545,15501534.37975,473626.56818,33909687019.26098,421652.14304,71808790214.08765,919966.93914,966951807605.72278,11047628.83283,90573749.37407,14402101.95717,312769435.48433,25458320.12429,1692145756.19411,1
203,0.60127,0.00017,0.11360,0.00003,0.08574,0.00002,1.45635,0.00006,4.28302,0.00935,4.35958,0.00988,0.00630,0.00011,-0.00382,0.00024,-0.00340,0.00176,0.86710,0.00036,0.55721,0.00319,0.52358,0.00330,24.40370,7.99727,40.42099,98.29479,17.32174,33.89057,-3225.86086,1268954.26823,670.29829,262549.41982,1319.79090,1293000.18164,635750.25115,79805533735.86433,404162.33804,69291186263.48302,195054.55030,50982970560.62123,11331990.62156,81440334.51012,14842577.58442,336796981.26714,16388008.63594,326729364.03882,1
204,0.58939,0.00046,0.12797,0.00003,0.09862,0.00003,1.45881,0.00137,4.07558,0.00518,4.11351,0.00792,0.00672,0.00009,-0.00377,0.00020,0.00582,0.00117,0.83686,0.00107,0.58088,0.00302,0.55155,0.00284,21.20745,3.22188,42.30334,97.86722,16.60090,34.67207,-2538.02924,477787.34435,539.43363,183004.37047,2627.68557,6323701.86413,473366.32582,26071458722.82801,448992.65075,68009951253.08440,426813.27813,288586511854.43628,11705254.48832,67325215.93221,13808237.54627,324730203.82923,15198618.73577,358657422.77994,1
205,0.60011,0.00044,0.12907,0.00004,0.10616,0.00003,1.40592,0.00100,4.04011,0.00576,3.96284,0.00737,0.00954,0.00012,-0.00432,0.00024,0.00827,0.00105,0.84232,0.00103,0.58251,0.00332,0.56628,0.00336,20.04379,3.82395,38.19631,78.07626,15.71150,36.93897,-2472.23441,566839.14834,539.79604,215146.78240,3260.48704,10748822.03170,477822.38797,32201238288.55409,358783.72660,45126939378.14409,602887.28353,621773169300.63110,11407429.53953,91194994.59239,13738164.00380,272377578.44321,14552855.74070,339814455.63785,1
206,0.60005,0.00044,0.13239,0.00004,0.08236,0.00002,1.39158,0.00113,4.00388,0.00448,4.44946,0.00987,0.01354,0.00025,-0.00452,0.00025,0.00286,0.00066,0.84364,0.00105,0.58833,0.00306,0.52060,0.00300,15.47017,2.94447,36.55140,67.30321,23.50990,75.51548,-2097.94962,625109.50845,708.24132,197467.03119,3823.31440,12943802.29175,388858.68894,35011861322.13675,338750.68645,41133030293.81579,706111.55815,771376630595.87476,11389284.01653,90370037.40105,13510501.49236,279419948.46125,17234560.19610,516301373.60533,1
